N°;EXPEDIENTE;NOMBRE_PROY;CONVENIO;UBIGEO_TOTAL;DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO_POBLADO;COD_UT;UNIDAD_TERRITORIAL;COD_SUB_TIPO_PROY;SUB_TIPO_PROY;ALIAS_ SUB_TIPO_PROY;RESUMEN_ETAPA;FECHA_INICIO;FECHA_TERMINO;MONTO_APROB;HOGARES
51;0420200028;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LUZCAPAMPA - PUSANGA;0420200024;0604170040;CAJAMARCA;CHOTA;TACABAMBA;LUZCAPAMPA;04;CAJAMARCA;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;15/12/2020;(en blanco); 960,000 ; 160 
52;1020200013;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PAMPAS DEL CARMEN;1020200008;1005010002;HUANUCO;HUAMALIES;LLATA;PAMPAS DEL CARMEN;10;HUANUCO;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;15/12/2020;(en blanco); 1,200,000 ; 200 
53;1020200014;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LIBERTAD;1020200009;1005010105;HUANUCO;HUAMALIES;LLATA;LIBERTAD;10;HUANUCO;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;15/12/2020;(en blanco); 1,200,000 ; 200 
54;1020200015;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR JACAS GRANDE;1020200019;1005040001;HUANUCO;HUAMALIES;JACAS GRANDE;JACAS GRANDE;10;HUANUCO;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;15/12/2020;(en blanco); 1,320,000 ; 220 
55;1020200016;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR ANDAS;1020200020;1005040002;HUANUCO;HUAMALIES;JACAS GRANDE;ANDAS;10;HUANUCO;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;15/12/2020;(en blanco); 1,080,000 ; 180 
56;1920200005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR KCALLACANCHA;1920200014;0811010054;CUSCO;PAUCARTAMBO;PAUCARTAMBO;KCALLACANCHA;19;CUSCO;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;14/12/2020;(en blanco); 1,080,000 ; 180 
57;1920200006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MOLLOMARCA-QUESCCAY PAMPA;1920200015;0811010064;CUSCO;PAUCARTAMBO;PAUCARTAMBO;MOLLOMARCA;19;CUSCO;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;14/12/2020;(en blanco); 1,320,000 ; 220 
58;0420200029;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHIMBAN;0420200011;0604050001;CAJAMARCA;CHOTA;CHIMBAN;CHIMBAN;04;CAJAMARCA;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;15/12/2020;(en blanco); 1,020,000 ; 170 
59;0420200030;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN JOSE - CHONTAS;0420200012;0604050026;CAJAMARCA;CHOTA;CHIMBAN;SAN JOSE;04;CAJAMARCA;97;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Sierra;PROYECTOS EN EJECUCIÓN;15/12/2020;(en blanco); 1,200,000 ; 200 
60;0820200001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MANACAMIRI;0820200006;1601010002;LORETO;MAYNAS;IQUITOS;MANACAMIRI;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;18/02/2021;(en blanco); 1,360,000 ; 200 
61;0820200002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAMITO;0820200007;1601010004;LORETO;MAYNAS;IQUITOS;SANTA RITA;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;18/02/2021;(en blanco); 1,360,000 ; 200 
62;0820200005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TAMANCO;0820200001;1605040001;LORETO;REQUENA;EMILIO SAN MARTIN;TAMANCO;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;2/01/2021;(en blanco); 1,360,000 ; 200 
63;0820200006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SARGENTO LORES;0820200002;1605040015;LORETO;REQUENA;EMILIO SAN MARTIN;SARGENTO LORES;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;2/01/2021;(en blanco); 1,360,000 ; 200 
64;1220200001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LURIN CHINCHA;1220200001;1206040009;JUNIN;SATIPO;MAZAMARI;LURIN CHINCHA;12;LA MERCED;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;14/12/2020;(en blanco); 1,190,000 ; 175 
65;1220200002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CENTRO SAURENI (SAURENI);1220200002;1206040032;JUNIN;SATIPO;MAZAMARI;CENTRO SAURENI (SAURENI);12;LA MERCED;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;14/12/2020;(en blanco); 748,000 ; 110 
66;1220200003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR BELLO HORIZONTE (LAS PALMAS);1220200003;1206040003;JUNIN;SATIPO;MAZAMARI;BELLO HORIZONTE (LAS PALMAS);12;LA MERCED;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;14/12/2020;(en blanco); 782,000 ; 115 
67;1520200001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR AGUA DULCE;1520200001;2501020032;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;AGUA DULCE;15;PUCALLPA;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;1/12/2020;(en blanco); 1,360,000 ; 200 
68;1520200002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR VISTA ALEGRE;1520200002;2501020013;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;VISTA ALEGRE;15;PUCALLPA;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;1/12/2020;(en blanco); 1,360,000 ; 200 
69;0820200013;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MAYPUCO;0820210007;1603050002;LORETO;LORETO;URARINAS;MAYPUCO;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
70;0820200014;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CUNINICO;0820210008;1603050069;LORETO;LORETO;URARINAS;CUNINICO;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
71;0820200015;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SANTA MARIA;0820210005;1601020001;LORETO;MAYNAS;ALTO NANAY;SANTA MARIA DE NANAY;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;17/04/2021;(en blanco); 1,360,000 ; 200 
72;0820200016;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN ANTONIO;0820210006;1601020027;LORETO;MAYNAS;ALTO NANAY;SAN ANTONIO;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;17/04/2021;(en blanco); 1,360,000 ; 200 
73;0820200017;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR KICHWARUNA;0820210009;1601100016;LORETO;MAYNAS;TORRES CAUSANA;ANGOTEROS MONTERRICO;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
74;0820200018;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TEMPESTAD;0820210010;1601100012;LORETO;MAYNAS;TORRES CAUSANA;TEMPESTAD;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
75;0820200019;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAN LUIS TACSHA CURARAY;0820210013;1601070055;LORETO;MAYNAS;NAPO;SAN LUIS TACSHA CURARAY;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
76;0820200020;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SINCHIRUNA;0820210014;1601070047;LORETO;MAYNAS;NAPO;LAGARTO COCHA;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
77;0820200021;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR AMANSHURARUSA;0820210001;1607020021;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;PALMICHE;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;16/04/2021;(en blanco); 1,360,000 ; 200 
78;0820200022;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR WENERUSA;0820210002;1607020001;LORETO;DATEM DEL MARAÑON;CAHUAPANAS;SANTA MARIA DE CAHUAPANAS;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;16/04/2021;(en blanco); 1,360,000 ; 200 
79;0820200023;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR JEMPE;0820210003;1607060055;LORETO;DATEM DEL MARAÑON;ANDOAS;KUYUNTSA;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;16/04/2021;(en blanco); 1,360,000 ; 200 
80;0820200024;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SHUK MUSKUY;0820210004;1607060064;LORETO;DATEM DEL MARAÑON;ANDOAS;LOBOYACU;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;16/04/2021;(en blanco); 1,360,000 ; 200 
81;0820200025;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHARUPA;0820210011;1607050105;LORETO;DATEM DEL MARAÑON;PASTAZA;CHARUPA;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
82;0820200026;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR INDUSTRIAL;0820210012;1607050099;LORETO;DATEM DEL MARAÑON;PASTAZA;INDUSTRIAL (PUERTO INDUSTRIAL);08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;3/05/2021;(en blanco); 1,360,000 ; 200 
83;0820200027;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR INCA ROCA CHAPRA;0820210015;1607040017;LORETO;DATEM DEL MARAÑON;MORONA;INCA ROCA;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;17/05/2021;(en blanco); 1,360,000 ; 200 
84;0820200028;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR INCA ROCA WAMPI;0820210016;1607040017;LORETO;DATEM DEL MARAÑON;MORONA;INCA ROCA;08;IQUITOS;98;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PP Acceso de Hogares Rurales a Mercados Loc. 2020-RO Selva;PROYECTOS EN EJECUCIÓN;17/05/2021;(en blanco); 1,360,000 ; 200 
85;0220210001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MONTERO 6;0220210001;2002050030;PIURA;AYABACA;MONTERO;CUÑALA;02;PIURA;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2021;(en blanco); 1,200,000 ; 200 
86;0220210002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MONTERO 7;0220210002;2002050002;PIURA;AYABACA;MONTERO;NOGAL;02;PIURA;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2021;(en blanco); 1,200,000 ; 200 
87;0220210003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MONTERO 8;0220210003;2002050012;PIURA;AYABACA;MONTERO;PITE;02;PIURA;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2021;(en blanco); 1,200,000 ; 200 
88;0220210004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MONTERO 9;0220210004;2002050029;PIURA;AYABACA;MONTERO;CHONTA;02;PIURA;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2021;(en blanco); 1,200,000 ; 200 
89;0220210005;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAPILLICA 1;0220210005;2002080038;PIURA;AYABACA;SAPILLICA;PAMPA LARGA;02;PIURA;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2021;(en blanco); 1,200,000 ; 200 
90;0220210006;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR SAPILLICA 2;0220210006;2002080050;PIURA;AYABACA;SAPILLICA;MASIAS BAJO;02;PIURA;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/08/2021;(en blanco); 1,200,000 ; 200 
91;0320210001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR RUMISAPA.;0320210009;0608030007;CAJAMARCA;JAEN;CHONTALI;RUMISAPA;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
92;0320210002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PACHAPIRIANA;0320210010;0608030019;CAJAMARCA;JAEN;CHONTALI;PACHAPIRIANA;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
93;0320210003;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR EL ESPINO;0320210017;0608090054;CAJAMARCA;JAEN;SALLIQUE;EL ESPINO;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
94;0320210004;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR LA UNION;0320210018;0608090074;CAJAMARCA;JAEN;SALLIQUE;LA UNION;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
95;0320210011;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PAMACA;0320210001;1402020015;LAMBAYEQUE;FERREÑAFE;CAÑARIS;PAMACA;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
96;0320210012;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHIÑAMA;0320210002;1402020045;LAMBAYEQUE;FERREÑAFE;CAÑARIS;CHIÑAMA;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
97;0320210017;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR CHIRICONGA;0320210007;0613040018;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;CHIRICONGA;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
98;0320210018;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR TAYAPAMPA;0320210008;0613040022;CAJAMARCA;SANTA CRUZ;CHANCAYBAÑOS;TAYAPAMPA;03;CHICLAYO;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
99;2520210002;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR MARCOCANCHA;2520210002;0201100031;ANCASH;HUARAZ;PARIACOTO;MARCOCANCHA;25;CHIMBOTE;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
100;2520210001;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR FORTALEZA;2520210001;0201100028;ANCASH;HUARAZ;PARIACOTO;FORTALEZA;25;CHIMBOTE;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
101;2420210018;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR PITUHUANCA
";2420210012;0307030004;APURIMAC;GRAU;GAMARRA;PITUHUANCA;24;ABANCAY;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
102;2420210017;"PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR COLLAURO
";2420210011;0307030030;APURIMAC;GRAU;GAMARRA;COLLAURO;24;ABANCAY;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
103;2420210016;PP 0118: ACCESO DE LOS HOGARES RURALES CON ECONOMIAS DE SUBSISTENCIA A MERCADOS LOCALES DEL NUCLEO EJECUTOR OSCCOLLO;2420210002;0306030022;APURIMAC;CHINCHEROS;COCHARCAS;OSCCOLLO;24;ABANCAY;101;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PP Acceso de Hogares Rurales a Mercados Loc. 2021-RO Sierra;PROYECTOS EN EJECUCIÓN;1/07/2021;(en blanco); 1,200,000 ; 200 
